cd_apolice,cd_cliente,dt_inicio_vigencia,dt_fim_vigencia,vl_cobertura,vl_franquia,placa
2131,4646,2023-12-24 04:21:44.000,2024-09-29 04:21:44.000,879371.00,67970.00,"SWR0661   "
2132,7663,2024-06-06 07:06:30.000,2025-03-05 07:06:30.000,521065.00,45721.00,"TGM0882   "
2133,8704,2024-04-23 08:11:09.000,2025-03-18 08:11:09.000,719660.00,42412.00,"OCI1700   "
2134,12948,2023-05-09 05:52:00.000,2023-12-26 05:52:00.000,723655.00,86763.00,"PLQ0142   "
2135,17292,2024-02-21 12:13:25.000,2024-10-17 12:13:25.000,130584.00,29186.00,"MQB3668   "
2136,12443,2024-04-06 08:44:44.000,2024-07-07 08:44:44.000,377359.00,23894.00,"ZHE5253   "
2137,4735,2024-10-15 09:23:23.000,2025-02-17 09:23:23.000,346471.00,26832.00,"SYD7338   "
2138,1529,2024-05-12 23:48:13.000,2024-08-11 23:48:13.000,363506.00,30624.00,"EXO5054   "
2139,6215,2024-11-29 00:37:05.000,2025-02-05 00:37:05.000,228640.00,49483.00,"DPQ8672   "
2140,14145,2024-03-23 00:58:37.000,2025-01-08 00:58:37.000,898331.00,52792.00,"SCS8313   "
2141,1687,2024-02-02 05:52:13.000,2024-02-13 05:52:13.000,953144.00,15458.00,"CTS9496   "
2142,12352,2023-06-04 17:38:36.000,2023-09-20 17:38:36.000,266929.00,92235.00,"FVN1198   "
2143,16988,2024-08-13 05:37:26.000,2025-02-04 05:37:26.000,716034.00,38433.00,"EHM3027   "
2144,4592,2023-11-15 23:18:55.000,2024-05-06 23:18:55.000,415081.00,97557.00,"GZW7440   "
2145,11778,2023-05-09 06:29:08.000,2024-02-04 06:29:08.000,734710.00,34852.00,"TXC3396   "
2146,19445,2024-04-14 04:11:15.000,2025-03-11 04:11:15.000,662215.00,42545.00,"YVX8832   "
2147,16714,2024-04-20 05:03:41.000,2024-05-18 05:03:41.000,737815.00,72465.00,"EUW2235   "
2148,15544,2024-03-23 06:27:29.000,2024-05-15 06:27:29.000,182948.00,10830.00,"XHK4655   "
2149,9723,2024-08-13 03:35:39.000,2024-10-02 03:35:39.000,503133.00,93990.00,"VTQ3193   "
2150,12438,2023-03-27 06:02:47.000,2024-03-16 06:02:47.000,849440.00,87988.00,"BII6042   "
2151,4840,2023-12-21 08:45:40.000,2024-09-01 08:45:40.000,230376.00,19891.00,"BBC7625   "
2152,12995,2023-12-09 14:09:32.000,2024-10-08 14:09:32.000,556141.00,74661.00,"DRJ5561   "
2153,16093,2024-10-24 17:18:00.000,2025-03-07 17:18:00.000,272591.00,22664.00,"DXH5156   "
2154,9113,2024-07-28 14:29:25.000,2024-10-20 14:29:25.000,615233.00,50229.00,"AYP4922   "
2155,3941,2025-01-26 02:20:49.000,2025-12-15 02:20:49.000,883610.00,44259.00,"GMA8049   "
2156,16144,2024-09-07 13:51:52.000,2025-06-05 13:51:52.000,241925.00,33401.00,"DPH1043   "
2157,8990,2024-10-19 11:21:21.000,2025-04-17 11:21:21.000,458232.00,43949.00,"ZEF3855   "
2158,10825,2023-12-21 06:43:52.000,2024-02-20 06:43:52.000,844046.00,52894.00,"FTS0459   "
2159,2317,2025-02-02 17:23:36.000,2025-09-24 17:23:36.000,932753.00,27081.00,"IXF4009   "
2160,10112,2023-06-20 11:33:33.000,2023-08-05 11:33:33.000,357201.00,11320.00,"MTW3140   "
2161,12062,2023-10-04 01:04:48.000,2024-02-21 01:04:48.000,442688.00,76942.00,"RLQ3663   "
2162,7608,2023-04-28 07:02:58.000,2024-02-29 07:02:58.000,185998.00,21143.00,"MXE5148   "
2163,1806,2024-04-17 07:22:43.000,2024-09-01 07:22:43.000,116275.00,26621.00,"BEC6993   "
2164,8161,2023-10-17 23:00:33.000,2024-04-24 23:00:33.000,487774.00,86365.00,"BZK4975   "
2165,14261,2023-04-09 17:13:02.000,2023-05-09 17:13:02.000,688507.00,16858.00,"YTR4579   "
2166,17695,2023-06-26 10:42:42.000,2023-08-05 10:42:42.000,375920.00,46620.00,"GKK3220   "
2167,4597,2024-05-06 02:21:25.000,2025-02-13 02:21:25.000,645424.00,32278.00,"SLV1823   "
2168,8765,2023-05-25 02:01:51.000,2023-08-16 02:01:51.000,307248.00,32694.00,"JCA8579   "
2169,11203,2024-05-23 09:00:07.000,2024-11-14 09:00:07.000,673967.00,54295.00,"VPP5632   "
2170,7309,2024-11-01 11:11:27.000,2025-07-12 11:11:27.000,634260.00,69287.00,"EHX7122   "
2171,19447,2023-09-28 07:42:03.000,2024-06-13 07:42:03.000,793561.00,94631.00,"CNN9670   "
2172,879,2023-05-20 03:00:41.000,2024-05-05 03:00:41.000,314720.00,11492.00,"MXT4198   "
2173,17935,2023-04-09 16:36:21.000,2023-08-07 16:36:21.000,454906.00,35804.00,"VLD1312   "
2174,11752,2024-08-16 06:47:58.000,2025-06-26 06:47:58.000,835327.00,66202.00,"BLL7807   "
2175,16608,2024-05-05 05:13:13.000,2025-03-31 05:13:13.000,401493.00,49177.00,"WXO6235   "
2176,11195,2024-04-13 22:00:40.000,2025-01-05 22:00:40.000,148700.00,40008.00,"MQW2660   "
2177,9232,2023-09-15 09:34:33.000,2024-01-18 09:34:33.000,157627.00,86671.00,"ENC9377   "
2178,5187,2023-06-17 18:05:38.000,2024-03-14 18:05:38.000,985945.00,61092.00,"STZ1713   "
2179,17831,2024-10-22 15:48:48.000,2025-03-05 15:48:48.000,571080.00,21219.00,"PNY2357   "
2180,10665,2023-10-21 22:42:37.000,2024-04-20 22:42:37.000,837314.00,20833.00,"DCD7626   "
2181,14736,2023-09-29 15:01:00.000,2024-04-06 15:01:00.000,790762.00,79431.00,"CBK0935   "
2182,6563,2024-01-12 09:30:44.000,2024-07-31 09:30:44.000,406168.00,87133.00,"UJT6219   "
2183,648,2023-11-06 11:59:13.000,2024-07-22 11:59:13.000,695404.00,23968.00,"CTK9591   "
2184,1995,2024-03-10 23:52:36.000,2024-09-09 23:52:36.000,235821.00,42741.00,"DBC0035   "
2185,620,2024-04-27 22:14:09.000,2024-12-20 22:14:09.000,489638.00,19913.00,"KZU8826   "
2186,10087,2024-02-20 14:31:33.000,2024-09-06 14:31:33.000,982290.00,84607.00,"MYZ0111   "
2187,6533,2024-05-13 02:08:03.000,2024-12-13 02:08:03.000,364772.00,39176.00,"PAR0241   "
2188,12508,2023-07-24 17:19:45.000,2023-08-21 17:19:45.000,151286.00,50705.00,"RJY2818   "
2189,19313,2023-06-09 11:03:56.000,2024-03-22 11:03:56.000,832970.00,19308.00,"DDI1630   "
2190,8451,2025-03-09 10:52:29.000,2025-06-12 10:52:29.000,226580.00,79852.00,"XPC7848   "
2191,3259,2024-11-18 03:42:53.000,2025-04-14 03:42:53.000,602584.00,50432.00,"ZOF0754   "
2192,2914,2023-09-11 08:37:24.000,2024-04-08 08:37:24.000,651811.00,16557.00,"LOM3105   "
2193,2503,2023-09-10 09:19:37.000,2024-02-14 09:19:37.000,177180.00,75446.00,"ELJ6614   "
2194,5594,2023-04-12 04:03:07.000,2023-06-04 04:03:07.000,827127.00,53714.00,"WQW3089   "
2195,17348,2023-09-07 21:10:26.000,2023-12-19 21:10:26.000,800914.00,50255.00,"IEF8296   "
2196,16319,2023-07-30 14:12:37.000,2024-01-05 14:12:37.000,272794.00,72679.00,"FRF6123   "
2197,15654,2024-05-20 02:40:03.000,2025-05-12 02:40:03.000,218678.00,93644.00,"PDT1982   "
2198,10742,2024-06-08 10:03:32.000,2024-06-20 10:03:32.000,233670.00,23368.00,"QEH3162   "
2199,19516,2024-06-02 17:34:53.000,2025-05-11 17:34:53.000,578951.00,19362.00,"SCB2622   "
2200,2097,2023-09-15 05:14:47.000,2024-01-05 05:14:47.000,739455.00,68792.00,"WEI8794   "
2201,6268,2023-09-21 01:47:12.000,2024-03-07 01:47:12.000,758784.00,96876.00,"UXM0688   "
2202,14792,2024-05-18 08:40:29.000,2025-03-19 08:40:29.000,996661.00,17758.00,"VIS2373   "
2203,7183,2024-08-23 11:18:20.000,2024-11-23 11:18:20.000,280407.00,77103.00,"GUL2611   "
2204,11011,2023-12-29 07:22:47.000,2024-05-06 07:22:47.000,504640.00,76275.00,"FBO6803   "
2205,16177,2023-04-12 10:58:08.000,2024-03-23 10:58:08.000,802792.00,47084.00,"OWL4404   "
2206,16827,2024-09-22 06:08:28.000,2025-08-16 06:08:28.000,295162.00,40133.00,"ZOG2022   "
2207,9971,2023-11-06 00:25:31.000,2024-07-27 00:25:31.000,165503.00,11377.00,"QEK4673   "
2208,11563,2023-08-24 19:03:46.000,2024-06-08 19:03:46.000,902445.00,81619.00,"YCB3856   "
2209,3303,2023-08-15 03:45:34.000,2024-06-30 03:45:34.000,961348.00,69447.00,"JRC6596   "
2210,11386,2023-05-30 16:01:54.000,2024-03-30 16:01:54.000,890117.00,14390.00,"HCU6815   "
2211,8032,2024-03-19 23:37:10.000,2024-04-11 23:37:10.000,386421.00,17125.00,"RUE1942   "
2212,16149,2023-12-29 05:42:41.000,2024-09-03 05:42:41.000,521184.00,88259.00,"UGM5190   "
2213,17725,2024-07-28 13:23:29.000,2024-11-05 13:23:29.000,304700.00,64222.00,"IAI2123   "
2214,7414,2024-05-14 08:12:27.000,2024-08-02 08:12:27.000,155814.00,62028.00,"HON9463   "
2215,18525,2023-04-16 01:42:42.000,2023-10-14 01:42:42.000,881176.00,80858.00,"SAC6665   "
2216,13718,2023-08-17 16:12:03.000,2024-01-27 16:12:03.000,151721.00,60367.00,"NUB8362   "
2217,5748,2023-07-13 15:06:39.000,2023-08-31 15:06:39.000,696043.00,81649.00,"ZYN3451   "
2218,1412,2024-12-04 18:55:17.000,2024-12-17 18:55:17.000,247193.00,19106.00,"ZRE8586   "
2219,18238,2025-01-10 09:35:56.000,2025-08-05 09:35:56.000,986011.00,45540.00,"HYT6673   "
2220,5705,2024-06-12 16:27:16.000,2024-11-27 16:27:16.000,367327.00,69423.00,"FDE9628   "
2221,12238,2023-12-05 16:33:16.000,2024-03-26 16:33:16.000,905829.00,47246.00,"JIW7142   "
2222,13430,2024-04-16 22:13:49.000,2024-06-08 22:13:49.000,739358.00,43140.00,"TNY4877   "
2223,14547,2023-07-10 15:46:00.000,2024-05-21 15:46:00.000,352624.00,40485.00,"YXV9741   "
2224,5618,2023-09-21 15:50:39.000,2024-05-14 15:50:39.000,610807.00,11884.00,"XND5798   "
2225,3573,2024-07-07 23:16:54.000,2024-08-13 23:16:54.000,871637.00,84046.00,"NIQ1791   "
2226,19036,2024-07-24 07:47:28.000,2025-05-16 07:47:28.000,943991.00,67457.00,"JQB0965   "
2227,13866,2023-04-16 08:55:42.000,2023-09-26 08:55:42.000,144145.00,40779.00,"LVY0417   "
2228,9052,2023-07-28 17:25:07.000,2023-08-26 17:25:07.000,464598.00,45215.00,"IKY0131   "
2229,16130,2024-04-18 22:57:13.000,2025-02-06 22:57:13.000,602202.00,12169.00,"SYH7061   "
2230,18628,2024-10-05 19:57:36.000,2025-02-18 19:57:36.000,963681.00,44934.00,"NAM5505   "
2231,9584,2023-07-25 02:09:24.000,2024-03-31 02:09:24.000,766419.00,50841.00,"UTN0393   "
2232,17873,2024-04-14 13:10:26.000,2024-05-29 13:10:26.000,600329.00,21943.00,"QKQ0486   "
2233,16826,2024-11-05 23:02:22.000,2025-06-28 23:02:22.000,194494.00,88192.00,"UCV1746   "
2234,13954,2024-03-06 20:18:02.000,2024-08-01 20:18:02.000,422616.00,90155.00,"WKW1985   "
2235,1305,2024-11-12 07:14:08.000,2025-01-11 07:14:08.000,718317.00,38146.00,"IHU2181   "
2236,15681,2024-04-24 11:02:29.000,2024-09-24 11:02:29.000,753774.00,64552.00,"AOG8295   "
2237,4008,2023-09-04 12:56:58.000,2023-10-17 12:56:58.000,430278.00,23672.00,"WGG8999   "
2238,8108,2023-10-27 09:29:45.000,2024-02-14 09:29:45.000,889432.00,33891.00,"ZSX6317   "
2239,3465,2023-07-14 11:27:53.000,2023-08-11 11:27:53.000,738241.00,54413.00,"OTG7329   "
2240,19377,2024-04-26 12:41:01.000,2025-03-28 12:41:01.000,175933.00,88262.00,"UIX6369   "
2241,9759,2025-02-27 03:31:13.000,2025-08-08 03:31:13.000,364144.00,89458.00,"ZTU4201   "
2242,1024,2024-07-13 02:28:45.000,2025-05-09 02:28:45.000,145187.00,41109.00,"KYM8619   "
2243,336,2024-06-08 19:28:10.000,2024-08-17 19:28:10.000,807669.00,39100.00,"FNE0070   "
2244,5861,2025-01-11 05:17:37.000,2025-01-14 05:17:37.000,607424.00,53999.00,"EIR4045   "
2245,13069,2024-01-21 05:17:15.000,2024-06-20 05:17:15.000,775791.00,30778.00,"YAX5230   "
2246,1566,2023-12-04 07:39:54.000,2024-07-09 07:39:54.000,961405.00,51642.00,"API1290   "
2247,6689,2024-05-20 13:57:37.000,2024-10-18 13:57:37.000,486491.00,42149.00,"CTB4972   "
2248,3963,2025-01-08 03:16:45.000,2025-09-01 03:16:45.000,407922.00,45193.00,"WPF5535   "
2249,7071,2024-05-19 12:56:53.000,2024-07-07 12:56:53.000,222026.00,54669.00,"YGM3072   "
2250,18988,2023-08-09 10:20:28.000,2024-03-27 10:20:28.000,710172.00,56271.00,"LNV7093   "
2251,15634,2023-11-30 04:55:27.000,2024-11-27 04:55:27.000,821560.00,63252.00,"LUE1379   "
2252,5541,2024-04-22 07:55:11.000,2024-05-18 07:55:11.000,202858.00,83267.00,"MJR3977   "
2253,2831,2024-01-27 11:09:12.000,2024-01-28 11:09:12.000,668054.00,76584.00,"ZDL5264   "
2254,5974,2024-04-13 05:39:39.000,2024-11-13 05:39:39.000,249461.00,79617.00,"AMB0596   "
2255,16478,2024-08-17 20:49:48.000,2025-04-20 20:49:48.000,966725.00,11171.00,"BLB6473   "
2256,19511,2024-04-29 08:47:01.000,2025-02-27 08:47:01.000,174042.00,43826.00,"XXL1386   "
2257,15386,2024-05-15 17:26:05.000,2025-02-07 17:26:05.000,174029.00,19619.00,"UOE5120   "
2258,7598,2024-12-19 06:20:36.000,2024-12-25 06:20:36.000,249406.00,54614.00,"HDJ8184   "
2259,13139,2023-08-25 16:07:10.000,2024-07-18 16:07:10.000,547129.00,65235.00,"FDF9120   "
2260,8338,2024-04-15 15:43:37.000,2024-09-02 15:43:37.000,822470.00,60209.00,"NSS9839   "
2261,12668,2024-09-17 04:55:08.000,2024-11-02 04:55:08.000,564432.00,43870.00,"QYB6358   "
2262,16840,2025-02-17 18:31:51.000,2025-06-25 18:31:51.000,513943.00,15991.00,"XFA1986   "
2263,5030,2023-11-02 02:33:31.000,2024-04-04 02:33:31.000,488938.00,25806.00,"OVL9658   "
2264,13151,2023-11-14 08:13:11.000,2024-10-31 08:13:11.000,826102.00,78419.00,"HYD7874   "
2265,7430,2023-08-11 02:14:54.000,2024-07-11 02:14:54.000,390125.00,41649.00,"FFL2491   "
2266,4017,2023-06-24 12:43:18.000,2024-01-02 12:43:18.000,425943.00,62224.00,"IWH3060   "
2267,13478,2024-05-13 18:37:21.000,2024-10-29 18:37:21.000,300313.00,60063.00,"ZIP5073   "
2268,8132,2024-07-15 12:13:59.000,2024-11-21 12:13:59.000,181353.00,81404.00,"VVK4047   "
2269,10281,2023-04-12 11:07:38.000,2023-06-03 11:07:38.000,571137.00,59699.00,"PZC6329   "
2270,4816,2023-05-31 05:44:02.000,2023-07-12 05:44:02.000,437296.00,27745.00,"LEA2787   "
2271,7018,2023-06-29 20:56:41.000,2024-03-27 20:56:41.000,186236.00,95788.00,"SAB1982   "
2272,16682,2023-08-22 16:54:23.000,2024-01-11 16:54:23.000,706021.00,78897.00,"CVE5794   "
2273,16660,2023-06-04 02:46:55.000,2023-10-11 02:46:55.000,231674.00,74939.00,"MVM9432   "
2274,17510,2024-09-01 16:15:10.000,2025-01-26 16:15:10.000,919861.00,89599.00,"MJA0403   "
2275,17614,2024-11-08 21:12:32.000,2025-10-30 21:12:32.000,966145.00,32597.00,"LSY9218   "
2276,7514,2023-12-09 22:05:38.000,2024-12-07 22:05:38.000,113961.00,49764.00,"SPO9499   "
2277,9069,2024-06-06 11:05:19.000,2024-06-26 11:05:19.000,206954.00,78920.00,"GEB7041   "
2278,11640,2023-08-03 11:35:51.000,2024-03-23 11:35:51.000,324006.00,14995.00,"XMQ9983   "
2279,3980,2024-03-18 11:58:30.000,2024-07-30 11:58:30.000,785635.00,13306.00,"AXE3291   "
2280,18223,2024-12-23 12:43:31.000,2025-03-20 12:43:31.000,502213.00,83796.00,"MOB3122   "
2281,18581,2024-07-07 14:48:26.000,2024-12-19 14:48:26.000,910560.00,41718.00,"MFG0238   "
2282,9495,2024-06-03 10:09:08.000,2024-09-06 10:09:08.000,740908.00,62657.00,"QQO4572   "
2283,7574,2023-05-23 20:30:48.000,2024-01-15 20:30:48.000,690168.00,12134.00,"RSA0481   "
2284,19992,2023-10-20 04:45:30.000,2024-05-25 04:45:30.000,708694.00,88671.00,"JAI3096   "
2285,10146,2024-07-17 09:28:21.000,2025-05-01 09:28:21.000,249480.00,54506.00,"QUB3546   "
2286,8448,2023-07-06 03:03:30.000,2023-08-18 03:03:30.000,606981.00,56875.00,"NHN2148   "
2287,1231,2023-05-19 20:38:31.000,2023-08-12 20:38:31.000,628081.00,94981.00,"WWR2987   "
2288,1435,2025-02-10 13:54:45.000,2025-11-02 13:54:45.000,503257.00,18284.00,"HQH5244   "
2289,11575,2025-02-28 09:09:11.000,2026-01-31 09:09:11.000,539886.00,37770.00,"EOM3342   "
2290,2950,2024-08-06 10:58:25.000,2025-08-02 10:58:25.000,200034.00,69086.00,"BRJ8168   "
2291,10144,2024-06-16 23:33:58.000,2024-09-13 23:33:58.000,805202.00,57706.00,"MTC0744   "
2292,16225,2025-03-09 09:36:07.000,2025-07-01 09:36:07.000,226311.00,86675.00,"XIL9752   "
2293,17491,2024-03-05 04:19:27.000,2025-02-04 04:19:27.000,125207.00,33772.00,"LFH3203   "
2294,16380,2024-01-18 06:10:32.000,2024-05-20 06:10:32.000,314135.00,89764.00,"CUP2821   "
2295,18186,2024-12-30 00:39:56.000,2025-12-04 00:39:56.000,778792.00,47520.00,"ITZ6457   "
2296,10471,2025-02-22 08:01:08.000,2025-06-03 08:01:08.000,165807.00,68573.00,"ILP8469   "
2297,1726,2023-07-24 03:51:04.000,2024-05-13 03:51:04.000,216828.00,75152.00,"WVT9148   "
2298,1671,2024-06-07 03:03:36.000,2024-07-22 03:03:36.000,806281.00,58995.00,"ECX4787   "
2299,16812,2023-10-23 02:16:05.000,2024-03-24 02:16:05.000,570775.00,42075.00,"EQT4998   "
2300,18429,2023-07-21 01:37:51.000,2023-11-28 01:37:51.000,611710.00,43987.00,"BKG4811   "
2301,18781,2023-05-12 00:19:45.000,2023-11-13 00:19:45.000,663095.00,22432.00,"EAU8439   "
2302,4653,2024-10-24 17:32:54.000,2025-06-06 17:32:54.000,384823.00,86340.00,"NFI6080   "
2303,6063,2024-03-28 08:38:28.000,2024-11-11 08:38:28.000,612650.00,42453.00,"HFU3638   "
2304,10628,2024-06-10 03:13:41.000,2025-04-15 03:13:41.000,145857.00,94468.00,"OHX2217   "
2305,16682,2023-06-02 20:36:02.000,2024-04-15 20:36:02.000,993271.00,15069.00,"HXY6726   "
2306,11468,2023-08-25 17:28:09.000,2024-02-17 17:28:09.000,188494.00,90388.00,"DDG6808   "
2307,7923,2024-01-13 00:08:48.000,2024-05-10 00:08:48.000,325005.00,33696.00,"DEH6535   "
2308,7534,2023-05-30 22:50:32.000,2024-03-29 22:50:32.000,378189.00,70668.00,"WLL8667   "
2309,8652,2023-08-24 19:53:57.000,2023-10-16 19:53:57.000,825997.00,43790.00,"CKU1400   "
2310,18169,2023-04-27 20:09:34.000,2024-03-02 20:09:34.000,308250.00,67500.00,"DHT6896   "
2311,11454,2023-08-16 16:24:56.000,2024-04-23 16:24:56.000,574534.00,72128.00,"WNQ5066   "
2312,17237,2024-10-03 07:00:00.000,2025-04-09 07:00:00.000,804801.00,37790.00,"XSC8699   "
2313,3921,2024-09-17 04:52:55.000,2025-07-03 04:52:55.000,287001.00,34293.00,"JGS1559   "
2314,17584,2025-02-15 06:28:54.000,2025-10-10 06:28:54.000,687370.00,61464.00,"SGE8383   "
2315,15291,2025-01-27 18:38:40.000,2025-02-02 18:38:40.000,817958.00,15617.00,"DYB9448   "
2316,10715,2024-12-11 20:14:35.000,2025-06-06 20:14:35.000,161140.00,40411.00,"UTH4901   "
2317,16333,2024-10-19 03:13:01.000,2025-02-10 03:13:01.000,459834.00,43043.00,"SGA9079   "
2318,6030,2023-06-21 22:53:45.000,2024-03-07 22:53:45.000,275853.00,38948.00,"MLB7815   "
2319,10389,2024-07-22 12:32:24.000,2025-01-16 12:32:24.000,237172.00,24742.00,"TPL4070   "
2320,9086,2024-04-11 02:19:32.000,2024-11-18 02:19:32.000,664967.00,22831.00,"DWC3046   "
2321,8295,2024-10-04 14:19:09.000,2025-10-01 14:19:09.000,774918.00,51533.00,"EHO2052   "
2322,16011,2023-04-10 00:00:35.000,2023-07-21 00:00:35.000,142862.00,52981.00,"HHP4614   "
2323,3297,2024-06-26 01:27:40.000,2024-08-30 01:27:40.000,961092.00,99165.00,"DFE3024   "
2324,5244,2024-12-09 00:15:07.000,2025-08-25 00:15:07.000,129261.00,95418.00,"ZUN9111   "
2325,15911,2024-12-27 02:09:15.000,2025-09-23 02:09:15.000,463330.00,59660.00,"HQR0053   "
2326,12898,2023-08-18 10:34:58.000,2023-12-16 10:34:58.000,246446.00,98345.00,"FJM3569   "
2327,16370,2024-08-28 21:14:51.000,2025-04-23 21:14:51.000,205718.00,35447.00,"AYK5004   "
2328,6396,2024-03-31 17:58:52.000,2024-10-18 17:58:52.000,656314.00,90301.00,"RKV7841   "
2329,14501,2024-08-28 16:23:51.000,2025-07-11 16:23:51.000,404851.00,21111.00,"DEM0770   "
2330,2373,2025-01-15 22:53:24.000,2025-09-03 22:53:24.000,365882.00,47836.00,"YBM9632   "
2331,10017,2023-05-15 17:36:55.000,2023-11-21 17:36:55.000,976885.00,27361.00,"LRW1305   "
2332,14353,2024-02-14 13:37:02.000,2024-04-23 13:37:02.000,971210.00,52741.00,"FIV0373   "
2333,2313,2024-03-29 14:01:49.000,2024-11-19 14:01:49.000,148947.00,28252.00,"WEJ7514   "
2334,11382,2023-11-09 09:55:01.000,2024-04-17 09:55:01.000,886482.00,99676.00,"FCL8668   "
2335,15223,2024-02-24 07:18:33.000,2024-06-03 07:18:33.000,638055.00,51710.00,"VXQ9244   "
2336,7262,2023-05-16 21:15:33.000,2023-08-07 21:15:33.000,560961.00,86707.00,"DVJ8649   "
2337,13275,2023-09-01 15:27:52.000,2024-02-21 15:27:52.000,721686.00,23641.00,"ILY8266   "
2338,10983,2024-10-05 01:33:43.000,2025-04-18 01:33:43.000,939700.00,69023.00,"SUJ3051   "
2339,5274,2023-08-27 03:26:17.000,2023-11-19 03:26:17.000,287323.00,13465.00,"WIB2562   "
2340,19340,2023-04-23 17:11:33.000,2023-12-07 17:11:33.000,880668.00,20634.00,"DWG8296   "
2341,2748,2024-03-08 06:30:52.000,2024-07-23 06:30:52.000,551200.00,27149.00,"MNR8352   "
2342,1634,2024-01-24 10:12:27.000,2024-03-17 10:12:27.000,105814.00,56940.00,"WGJ2685   "
2343,8864,2024-08-25 20:18:54.000,2024-10-12 20:18:54.000,373276.00,62547.00,"HVA2531   "
2344,1316,2025-02-16 09:27:22.000,2026-01-27 09:27:22.000,524987.00,43569.00,"YPG3899   "
2345,18143,2024-08-07 02:34:28.000,2025-03-31 02:34:28.000,379893.00,50971.00,"FIB1140   "
2346,17469,2023-04-03 17:33:25.000,2023-06-01 17:33:25.000,980885.00,41066.00,"AFG3950   "
2347,6675,2024-04-30 21:36:01.000,2025-01-11 21:36:01.000,675996.00,60028.00,"FNH7004   "
2348,638,2024-04-13 01:58:14.000,2024-11-06 01:58:14.000,439690.00,48211.00,"RFG9218   "
2349,12817,2024-05-04 08:56:07.000,2025-03-28 08:56:07.000,212884.00,44358.00,"QMW8273   "
2350,948,2024-08-26 01:07:34.000,2024-12-03 01:07:34.000,190090.00,47132.00,"PCQ1730   "
2351,5240,2023-07-26 10:49:12.000,2024-03-18 10:49:12.000,416721.00,37554.00,"DXQ5319   "
2352,3287,2024-10-03 01:45:05.000,2025-01-25 01:45:05.000,428841.00,47320.00,"XHF7871   "
2353,3953,2025-02-25 19:04:22.000,2025-12-31 19:04:22.000,398725.00,38758.00,"DFF3893   "
2354,19831,2024-03-08 20:45:30.000,2024-06-11 20:45:30.000,670877.00,63159.00,"XXU1426   "
2355,5556,2024-10-26 07:10:30.000,2024-11-02 07:10:30.000,879112.00,34253.00,"QOL7894   "
2356,15770,2024-07-04 08:57:21.000,2025-03-01 08:57:21.000,187914.00,31081.00,"QNY6304   "
2357,17590,2024-11-07 19:54:07.000,2025-04-08 19:54:07.000,995544.00,33943.00,"GWT6076   "
2358,3338,2024-07-15 20:45:09.000,2024-12-29 20:45:09.000,499642.00,96309.00,"KWJ7441   "
2359,8519,2023-04-27 18:23:00.000,2024-03-22 18:23:00.000,961847.00,13819.00,"LRS2059   "
2360,7843,2023-11-22 09:22:13.000,2024-08-05 09:22:13.000,410860.00,24606.00,"XOC9967   "
2361,16313,2024-06-27 17:18:00.000,2025-03-21 17:18:00.000,119403.00,32418.00,"LFQ4343   "
2362,10783,2023-10-10 15:29:11.000,2024-07-29 15:29:11.000,608478.00,63068.00,"SUS6738   "
2363,18124,2024-04-09 15:04:11.000,2025-01-08 15:04:11.000,718760.00,81251.00,"YQJ8989   "
2364,12572,2023-09-26 00:47:13.000,2024-07-08 00:47:13.000,663170.00,94507.00,"CIO7529   "
2365,16285,2024-06-20 12:28:29.000,2024-11-28 12:28:29.000,774630.00,39268.00,"RGZ7471   "
2366,337,2024-09-15 07:34:19.000,2025-02-17 07:34:19.000,617344.00,42558.00,"JLL0564   "
2367,11172,2023-10-22 22:55:49.000,2024-10-01 22:55:49.000,887355.00,28062.00,"QLY6083   "
2368,16620,2025-02-03 01:46:43.000,2025-10-27 01:46:43.000,540656.00,45095.00,"XAR1762   "
2369,15025,2025-02-08 19:38:49.000,2025-07-09 19:38:49.000,197222.00,82649.00,"WRN7495   "
2370,18579,2024-10-16 21:22:47.000,2024-12-05 21:22:47.000,235645.00,71207.00,"NGQ1907   "
2371,15192,2023-04-16 09:34:56.000,2023-12-29 09:34:56.000,328892.00,32110.00,"PZA8456   "
2372,7116,2024-11-12 11:54:23.000,2025-10-14 11:54:23.000,675135.00,43808.00,"WCA1092   "
2373,8853,2024-09-27 07:19:54.000,2024-12-22 07:19:54.000,226364.00,12936.00,"GXF0706   "
2374,14185,2024-06-24 13:44:42.000,2025-05-31 13:44:42.000,512662.00,45851.00,"WPV0501   "
2375,11819,2024-08-14 16:38:07.000,2024-12-17 16:38:07.000,219386.00,14752.00,"GXR9446   "
2376,2775,2023-07-19 19:57:48.000,2023-10-13 19:57:48.000,289999.00,44295.00,"MWW9378   "
2377,3932,2024-04-08 01:53:01.000,2024-06-06 01:53:01.000,143224.00,96509.00,"FYZ1635   "
2378,4774,2023-04-27 09:09:53.000,2023-10-15 09:09:53.000,781854.00,16662.00,"AGN8670   "
2379,12159,2023-03-16 14:10:51.000,2024-01-26 14:10:51.000,120289.00,96649.00,"CVD1940   "
2380,3270,2023-11-12 20:14:43.000,2024-04-21 20:14:43.000,336302.00,43815.00,"WEK0564   "
2381,18936,2024-06-28 09:01:14.000,2025-01-27 09:01:14.000,208619.00,44539.00,"RAM6188   "
2382,274,2024-09-09 09:58:06.000,2025-02-22 09:58:06.000,732442.00,67927.00,"UKK4377   "
2383,4062,2023-05-18 02:50:49.000,2023-09-24 02:50:49.000,868594.00,82030.00,"NST9291   "
